CD4	CD8	Erythrocyte	Macrophage	memory_B_cell	Monocyte	naive_B_cell	Neutrophil	NK_cell	Plasmocyte	Platelet
TRDC	2.108191288	2.961634103	0.005055322	0	0.004683841	0.003829288	0.00223314	0.001064333	7.007501443	0.014344262	0.008368201
TREML1	0.36363636	0.19538188	0.15461656	0.03278689	0.06791569	0.96127478	0.30460027	0.06657994	0.13531448	0.18647541	588.92050209
TRGC2	2.934659091	8.373001776	0.002098436	0	0.005854801	0.01482305	0.003573024	0.008159886	1.794864397	0.006147541	0.008368201
TRGV3	2.2623106061	1.5477797513	0	0.0020491803	0	0.0457044037	0.0013398839	0.0002365184	0.0213502597	0.0081967213	0
TSC22D1	0.77556818	0.19573712	0.09481114	0.02663934	0.10772834	0.53937373	0.13979455	0.04198202	0.54183497	0.14754098	215.041841
TSHZ2	1.869081439	0.0660746	0.002670736	0	0.069086651	0.004138101	0.066547566	0.00307474	0.006347374	0.096311475	0
TSPAN13	0.003787879	0.003197158	0.010206028	0	2.56206089	0.006299796	7.331844573	0.001892148	0.011252164	0.381147541	10.59832636
TSPOAP1	0.178030303	0.188987567	0.001621519	0.004098361	0.104215457	0.013711321	0.003126396	0.008159886	0.171956145	0.040983607	0.0041841
TSR2	3.444602273	1.930728242	0.009538344	0.116803279	3.382903981	0.457785189	0.478785172	0.032757805	1.500288517	0.99795082	0.20083682
TTC19	6.192234848	4.235168739	0.009061427	0.073770492	3.083138173	0.82663208	2.133988388	0.05179754	1.577611079	1.06557377	0.163179916
TULP4	2.85250947	0.678507993	0.00553224	0.092213115	0.672131148	0.387684516	0.686913801	0.004493851	0.411425274	0.864754098	0.029288703
TXLNGY	0.066524621	0.061101243	0.001812285	0	0.279859485	0.105367179	0.189370255	0.023060549	0.054818234	0.836065574	0.020920502
TXNDC5	0.040956439	0.028063943	0.005246089	0	0.073770492	0.019764066	0.157659669	0.00307474	0.017599538	15.18647541	0.573221757
TXNIP	217.211411	103.046536	1.378195	8.932377	184.208431	43.313013	151.118803	10.327815	91.18869	16.086066	2.158996
TYMP	0.5490057	0.469627	0.4566005	3.8790984	0.411007	13.8834538	0.211255	1.6239357	0.3069821	3.0655738	0.3682008
TYROBP	0.321733	7.7300178	0.3762877	12.0737705	0.2295082	28.1645976	0.1974096	8.3582072	13.7870744	1.5881148	0.7405858
UBASH3A	8.9853219697	1.7918294849	0.0010492179	0.0020491803	0.0023419204	0.0014205423	0	0.0002365184	0.0657818811	0.0040983607	0.0083682008
UBE2N	18.19057765	5.66394316	0.01812285	0.2397541	13.57494145	0.97214502	3.05091559	0.05948439	1.43421812	3.79713115	0.20083682
UBE4A	4.26207386	1.36412078	0.01058756	0.15778689	1.79625293	0.64733494	1.35819562	0.17206717	1.85833814	1.1557377	0.041841
UCHL5	3.40743371	2.34351687	0.0483594	0.09836066	0.29156909	0.64894077	1.11924967	0.03736991	0.92383151	2.56352459	0.17154812
UGCG	9.77769886	2.40248668	0.01592903	0.03278689	4.1381733	0.22895436	1.84323359	0.91035951	0.57039815	0.89344262	0.0251046
URI1	4.43158144	2.50657194	0.01297215	0.06352459	2.67564403	0.75733432	3.7476552	0.01821192	1.6237738	2.13114754	0.20083682
USP12	0.68323864	0.28525755	0.64717665	0.06147541	2.23067916	0.41078377	1.40375167	0.04363765	0.26630121	0.75819672	0.64435146
USP13	0.2038352273	0.1108348135	0.0004769172	0.0102459016	0.868852459	0.0409486752	0.0343903528	0.0011825922	0.0138488171	0.1270491803	0
USP28	1.736268939	2.443339254	0.004483022	0.038934426	1.025761124	0.159347786	0.669048682	0.010879849	1.78390075	1.045081967	0.008368201
USP44	0.1425189394	0.036589698	0.0003815338	0.0020491803	0.3911007026	0.0051880674	0.0491290755	0.0003547777	0.0049047894	0.0020491803	0
UTY	0.042376894	0.040852575	0.004769172	0	0.193208431	0.116299179	0.102724431	0.177625355	0.065204847	0.307377049	0.054393305
UVRAG	5.32575758	0.33001776	0.13754292	0.16803279	4.45316159	0.9506516	2.47967843	0.05617313	0.53606463	0.64139344	0.07949791
VAMP8	23.01586174	8.75275311	0.07554369	2.7807377	7.13934426	8.79482429	3.01473872	0.1212157	4.9050779	2.40368852	0.82008368
VCAN	0.14749053	0.30337478	0.29215948	7.45901639	0.09250585	43.0831326	0.09781152	0.56575213	0.55943451	1.35860656	0.34309623
VEGFA	0.002840909	0.052575488	0.007344525	0.016393443	0.012880562	0.320795504	0.001339884	0.048013245	0.296884016	0.422131148	0.087866109
VIPR1	2.549952652	0.04937833	0.005055322	0.12295082	0.011709602	0.725773578	0.007592675	0.024716178	0.008655511	0.018442623	0.0041841
VIPR2	0.0404829545	0.0344582593	0.0001907669	0	0.0011709602	0.0008029152	0.0008932559	0.0001182592	0.0354875938	0.0040983607	0.0083682008
VMP1	22.03977273	5.27460036	0.05684853	1.07991803	2.05035129	9.30819591	2.31710585	2.76324503	0.99855741	2.07172131	0.21338912
VPREB3	0.004971591	0.003552398	0.004006105	0.004098361	12.66276	0.01006732	9.38276	0.0004730369	0.006924409	0.08401639	0
VSIR	18.7952178	7.0920071	0.1538535	2.5327869	1.2271663	10.9481193	0.7061188	3.6239357	3.5701096	1.9385246	48.8117155
WAC.AS1	2.05374053	0.356305506	0.009538344	0.18852459	1.098360656	0.823296893	0.326485038	0.189569536	0.606462781	0.358606557	0.121338912
WDFY3	0.01657197	0.01598579	0.012399847	0.133196721	0.012880562	0.898894448	0.006699419	0.851348155	0.033179458	0.081967213	0.033472803
WDFY4	0.004971591	0.004973357	0.005341473	0.096311475	6.025761124	0.417824717	1.303260384	0.071783349	0.009809579	0.172131148	0.008368201
WDR86.AS1	2.0625	0.1964476021	0.0006676841	0	0.0023419204	0.0022852202	0.0013398839	0.0001182592	0.0080784766	0.0081967213	0
WIPI2	5.6349432	1.879929	1.3473865	0.3709016	2.6206089	2.0875178	1.6592229	0.2569773	1.2143681	1.3893443	0.1464435
XBP1	22.83214962	14.18721137	0.03328882	0.22131148	2.41569087	1.18016182	1.07280036	0.09720908	7.74148875	25.05327869	0.29288703
XXbac.BPG32J3.22	0.026751894	0.004618117	0.001716902	0.221311475	0.014051522	0.007905627	0.001786512	0.014309366	0.011252164	0.114754098	0.020920502
Y_RNA_ENSG00000200502	0.0589488636	0.0031971581	0.0004769172	0	0.0257611241	0.1056142301	3.9062081286	0.0027199622	0.102423543	0.0286885246	0
YBX3	0.9566761	0.7833037	42.6117894	0.6516393	12.5187354	5.5682169	17.2474319	0.1679281	0.186382	2.1885246	2.9748954
YES1	0.22277462	0.33143872	0.01020603	0	0.02107728	0.01673769	0.01339884	0.00153737	1.06837853	0.08196721	0.28870293
ZBTB16	1.85085227	0.82309059	1.18323159	0.26434426	5.1440281	2.86165153	2.42518982	0.26691107	1.61252164	0.08196721	0.15481172
ZBTB20	6.740056818	2.102309059	0.005913773	0.036885246	3.448477752	0.392378482	2.5207682	0.142147588	1.358049625	0.780737705	0.012552301
ZBTB32	1.4067234848	0.0092362345	0.0017169019	0	1.6077283372	0.0042616268	0.2099151407	0.0007095553	0.0106751298	1.381147541	0.0125523013
ZBTB38	3.7405303	6.19182948	0.0109691	0.09836066	3.58665105	0.45272065	0.78204556	0.05664617	1.95903058	5.10040984	0.11297071
ZC3H15	15.68252841	2.39076377	0.09271271	0.43852459	7.17213115	3.14452474	2.22465386	0.23557237	2.70080785	5.29303279	0.65690377
ZDHHC20P1	0.0478219697	0.1431616341	0.0007630675	0	0.0011709602	0.0006793898	0.0022331398	0.0002365184	0.1586843624	0.0040983607	0.0041841004
ZEB2	0.6408617	6.0245115	0.255723	1.4836066	11.35363	11.7113211	1.7405092	0.9693709	5.1506059	0.5245902	26.1589958
ZMPSTE24	0.8108428	0.33818828	0.00887066	0.05532787	0.1030445	0.83107899	1.06476105	0.15350047	0.70311598	1.25409836	0.17573222
ZNF22	2.793560606	2	0.00915681	0.139344262	0.640515222	0.345871163	1.592228674	0.006267739	1.091171379	1.069672131	0.280334728
ZNF274	3.10061553	0.58294849	0.00581839	0.03688525	2.00702576	0.25100364	1.77623939	0.04694891	0.54500866	0.2192623	0.06694561
ZNF276	1.4782197	2.34067496	0.01173216	0.08606557	1.19789227	0.45377061	0.30236713	0.17466887	0.89844201	0.40368852	0.07112971
ZNF385A	0.03314394	0.02166963	0.04082411	0.61270492	0.04449649	1.50311902	0.06431443	0.01738411	0.02942874	0.07377049	0.12552301
ZNF430	5.418797348	1.746003552	0.004864556	0.104508197	2.608899297	0.364770552	3.061634658	0.058656575	1.336699365	0.661885246	0.066945607
ZNF467	0.03456439	0.08525755	0.01564288	0.22540984	0.01990632	1.48304614	0.01071907	0.64900662	0.03808425	0.07377049	0.06694561
ZNF608	0.002604167	0.003552398	0.003147654	0	0.190866511	0.01278488	0.043322912	0.328169347	0.003462204	0.143442623	0.025104603
ZNF683	0.2947443	3.03659	9.538344e-05	0	0.00234192	0.01593478	0	0.0001182592	0.4376803	0	0
ZNF83	5.224431818	2.654706927	0.007153758	0.030737705	1.714285714	0.547649929	2.101831175	0.028263955	1.08338142	0.114754098	0.033472803
ZNF91	3.98532197	2.18969805	0.0103968	0.06352459	1.76346604	0.26897659	0.69629299	0.01490066	1.22763993	0.39959016	0.0209205
